model_name,problem_type,validation_fraction,random_state,use_iterative_stratify,rebalance_train,max_length,batch_size,gradient_accumulation_steps,effective_batch_size,max_epochs,epochs_ran,best_epoch,early_stopped,learning_rate,weight_decay,warmup_ratio,warmup_steps,max_grad_norm,early_stop_patience,early_stop_min_delta,loss_type,use_pos_weight,use_amp,num_parameters,actual_train_samples,actual_val_samples,train_time_s,inference_time_s,best_val_loss,train_loss_last,val_loss_last,baseline_micro_f1,baseline_macro_f1,baseline_samples_f1,tuned_micro_f1,tuned_macro_f1,tuned_samples_f1,threshold_grid_start,threshold_grid_end,threshold_grid_step
bert-base-uncased,multi_label_classification,0.1,42,True,False,192,16,2,32,5,4,2,True,1.5e-05,0.015,0.06,1346,1.0,2,0.0,BCEWithLogitsLoss,False,True,109486854,143613,15958,2937.19,99.93,0.036291803990316694,0.02046462182208315,0.043149134448056625,0.7929436388099865,0.6471219541060146,0.06727202105382328,0.8010654703490817,0.7135154973087655,0.06924117366528697,0.05,0.9949999999999996,0.005
