run_id,preprocessing_variant,loss_variant,use_pos_weight,pos_weight_clip_max,pos_weight_mean,pos_weight_max,model_name,problem_type,validation_fraction,random_state,use_iterative_stratify,rebalance_train,clean_to_toxic_ratio,rare_labels,rare_oversample_factor,max_copies_per_row,max_epochs,epochs_ran,best_epoch,early_stopped,warmup_ratio,warmup_steps,early_stop_patience,early_stop_min_delta,weight_decay,grad_clip,grad_accum,use_bf16_amp,torch_compile,num_workers,max_length,batch_size,lr,num_train_rows,num_val_rows,num_parameters,best_val_loss,train_loss,val_loss,train_time_s,inference_time_s,f1_micro_baseline,f1_macro_baseline,f1_micro_tuned,f1_macro_tuned,precision_micro_baseline,recall_micro_baseline,accuracy_micro_baseline,precision_macro_baseline,recall_macro_baseline,accuracy_macro_baseline,roc_auc_macro_baseline,precision_micro_tuned,recall_micro_tuned,accuracy_micro_tuned,precision_macro_tuned,recall_macro_tuned,accuracy_macro_tuned,roc_auc_macro_tuned
baseline__bce_pos_weight_clip50,baseline,bce_pos_weight_clip50,True,50.0,32.76304626464844,50.0,distilbert-base-uncased,multi_label_classification,0.1,42,True,False,3.0,severe_toxic|threat|identity_hate,1.0,3,5,4,2,True,0.1,2244,2,0.0,0.015,1.0,1,True,False,2,128,32,1.75e-05,143613,15958,66958086,0.24180988239111353,0.11940441902296375,0.24180988239111353,1116.5319504160002,26.590180990999215,0.7037234610050144,0.6190828865147243,0.7879613237096554,0.690541825508398,0.5626066189013988,0.9393335232127599,0.9709967832226261,0.4864358037206345,0.8856803197610926,,0.9878622049751762,0.7549582463465553,0.8239817715750498,0.9837385637297907,0.6498171886915346,0.7471021905665053,,0.9878622049751762
