label,precision_baseline,recall_baseline,f1_baseline,roc_auc_baseline,precision_tuned,recall_tuned,f1_tuned,roc_auc_tuned,run_id,preprocessing_variant,loss_variant
toxic,0.5894226887363746,0.9548724656638325,0.7289066400399401,0.9860502981129358,0.8141025641025641,0.8306082406801831,0.8222725801230172,0.9860502981129358,rebalanced__bce_pos_weight_clip50,rebalanced,bce_pos_weight_clip50
severe_toxic,0.2788104089219331,0.9375,0.4297994269340974,0.9908785922268641,0.4197952218430034,0.76875,0.543046357615894,0.9908785922268641,rebalanced__bce_pos_weight_clip50,rebalanced,bce_pos_weight_clip50
obscene,0.6484055600981193,0.9384615384615385,0.7669245647969052,0.9909886742750961,0.8212226066897347,0.842603550295858,0.8317757009345794,0.9909886742750961,rebalanced__bce_pos_weight_clip50,rebalanced,bce_pos_weight_clip50
threat,0.30158730158730157,0.7916666666666666,0.4367816091954023,0.9914918552273203,0.44047619047619047,0.7708333333333334,0.5606060606060606,0.9914918552273203,rebalanced__bce_pos_weight_clip50,rebalanced,bce_pos_weight_clip50
insult,0.5691946833463644,0.9238578680203046,0.7044025157232704,0.9881021017303052,0.705945945945946,0.8286802030456852,0.762405137186223,0.9881021017303052,rebalanced__bce_pos_weight_clip50,rebalanced,bce_pos_weight_clip50
identity_hate,0.3277777777777778,0.8368794326241135,0.47105788423153694,0.9882203231373731,0.5198019801980198,0.7446808510638298,0.6122448979591837,0.9882203231373731,rebalanced__bce_pos_weight_clip50,rebalanced,bce_pos_weight_clip50
