label,precision_baseline,recall_baseline,f1_baseline,roc_auc_baseline,precision_tuned,recall_tuned,f1_tuned,roc_auc_tuned,run_id,preprocessing_variant,loss_variant
toxic,0.8779612347451543,0.7998691955526488,0.83709787816564,0.9873681558662495,0.8473231989424983,0.8384565075212557,0.8428665351742275,0.9873681558662495,baseline__bce_no_pos_weight,baseline,bce_no_pos_weight
severe_toxic,0.5217391304347826,0.375,0.43636363636363634,0.9916638973287758,0.4339622641509434,0.71875,0.5411764705882353,0.9916638973287758,baseline__bce_no_pos_weight,baseline,bce_no_pos_weight
obscene,0.8635204081632653,0.8011834319526627,0.8311847759361571,0.9925842283985299,0.839811542991755,0.8437869822485207,0.8417945690672963,0.9925842283985299,baseline__bce_no_pos_weight,baseline,bce_no_pos_weight
threat,0.7368421052631579,0.2916666666666667,0.417910447761194,0.9831179289754872,0.6363636363636364,0.5833333333333334,0.6086956521739131,0.9831179289754872,baseline__bce_no_pos_weight,baseline,bce_no_pos_weight
insult,0.7680965147453083,0.7271573604060914,0.7470664928292047,0.9893106970409807,0.708421052631579,0.8540609137055838,0.7744533947065593,0.9893106970409807,baseline__bce_no_pos_weight,baseline,bce_no_pos_weight
identity_hate,0.5945945945945946,0.46808510638297873,0.5238095238095238,0.9884667139270656,0.5128205128205128,0.7092198581560284,0.5952380952380952,0.9884667139270656,baseline__bce_no_pos_weight,baseline,bce_no_pos_weight
