run_id,preprocessing_variant,loss_variant,use_pos_weight,pos_weight_clip_max,pos_weight_mean,pos_weight_max,model_name,problem_type,validation_fraction,random_state,use_iterative_stratify,rebalance_train,clean_to_toxic_ratio,rare_labels,rare_oversample_factor,max_copies_per_row,max_epochs,epochs_ran,best_epoch,early_stopped,warmup_ratio,warmup_steps,early_stop_patience,early_stop_min_delta,weight_decay,grad_clip,grad_accum,use_bf16_amp,torch_compile,num_workers,max_length,batch_size,lr,num_train_rows,num_val_rows,num_parameters,best_val_loss,train_loss,val_loss,train_time_s,inference_time_s,f1_micro_baseline,f1_macro_baseline,f1_micro_tuned,f1_macro_tuned,precision_micro_baseline,recall_micro_baseline,accuracy_micro_baseline,precision_macro_baseline,recall_macro_baseline,accuracy_macro_baseline,roc_auc_macro_baseline,precision_micro_tuned,recall_micro_tuned,accuracy_micro_tuned,precision_macro_tuned,recall_macro_tuned,accuracy_macro_tuned,roc_auc_macro_tuned
rebalanced__bce_pos_weight_clip50,rebalanced,bce_pos_weight_clip50,True,50.0,20.422019958496094,50.0,distilbert-base-uncased,multi_label_classification,0.1,42,True,True,3.0,severe_toxic|threat|identity_hate,1.5,3,5,4,2,True,0.1,934,2,0.0,0.015,1.0,1,True,False,2,128,32,1.75e-05,59746,15958,66958086,0.14411361036422796,0.16300849793468875,0.14411361036422796,465.38084744700063,26.851163054999233,0.6909817111624974,0.5896454401535254,0.7793603869927439,0.6887251224041596,0.5475595535565551,0.9362005126744517,0.9692943977942098,0.45253307007797844,0.8972063285727425,,0.9892886407849825,0.737725769524294,0.8259755055539733,0.9828508167272424,0.6202240848759096,0.7976926964031482,,0.9892886407849825
