label,best_threshold,best_f1_on_val,run_id,preprocessing_variant,loss_variant
toxic,0.86,0.8303430909663204,baseline__bce_pos_weight_clip20,baseline,bce_pos_weight_clip20
severe_toxic,0.8,0.5333333333333333,baseline__bce_pos_weight_clip20,baseline,bce_pos_weight_clip20
obscene,0.9,0.8367228355607205,baseline__bce_pos_weight_clip20,baseline,bce_pos_weight_clip20
threat,0.86,0.5688073394495413,baseline__bce_pos_weight_clip20,baseline,bce_pos_weight_clip20
insult,0.92,0.7811209439528024,baseline__bce_pos_weight_clip20,baseline,bce_pos_weight_clip20
identity_hate,0.94,0.6035087719298246,baseline__bce_pos_weight_clip20,baseline,bce_pos_weight_clip20
