run_id,preprocessing_variant,loss_variant,use_pos_weight,pos_weight_clip_max,pos_weight_mean,pos_weight_max,model_name,problem_type,validation_fraction,random_state,use_iterative_stratify,rebalance_train,clean_to_toxic_ratio,rare_labels,rare_oversample_factor,max_copies_per_row,max_epochs,epochs_ran,best_epoch,early_stopped,warmup_ratio,warmup_steps,early_stop_patience,early_stop_min_delta,weight_decay,grad_clip,grad_accum,use_bf16_amp,torch_compile,num_workers,max_length,batch_size,lr,num_train_rows,num_val_rows,num_parameters,best_val_loss,train_loss,val_loss,train_time_s,inference_time_s,f1_micro_baseline,f1_macro_baseline,f1_micro_tuned,f1_macro_tuned,precision_micro_baseline,recall_micro_baseline,accuracy_micro_baseline,precision_macro_baseline,recall_macro_baseline,accuracy_macro_baseline,roc_auc_macro_baseline,precision_micro_tuned,recall_micro_tuned,accuracy_micro_tuned,precision_macro_tuned,recall_macro_tuned,accuracy_macro_tuned,roc_auc_macro_tuned
baseline__bce_no_pos_weight,baseline,bce_no_pos_weight,False,,,,distilbert-base-uncased,multi_label_classification,0.1,42,True,False,3.0,severe_toxic|threat|identity_hate,1.0,3,5,4,2,True,0.1,2244,2,0.0,0.015,1.0,1,True,False,2,128,32,1.75e-05,143613,15958,66958086,0.03770657172305267,0.022917335640577123,0.03770657172305267,1110.3371175379998,26.198993014999928,0.7824524629435544,0.6322387924775593,0.7945953323324689,0.7007041194913878,0.8248106060606061,0.7442324124181144,0.9848247482976146,0.7271256646577106,0.5771602934935081,,0.9887519369228482,0.7628406708595388,0.8291085160922814,0.9842816560137027,0.6631170346501541,0.757934599160787,,0.9887519369228482
