label,precision_baseline,recall_baseline,f1_baseline,roc_auc_baseline,precision_tuned,recall_tuned,f1_tuned,roc_auc_tuned,run_id,preprocessing_variant,loss_variant
toxic,0.6425055928411633,0.9391759319816874,0.7630180658873539,0.9871011575998685,0.8003640776699029,0.8626553302812295,0.8303430909663204,0.9871011575998685,baseline__bce_pos_weight_clip20,baseline,bce_pos_weight_clip20
severe_toxic,0.3148558758314856,0.8875,0.46481178396072015,0.9918506298265605,0.41379310344827586,0.75,0.5333333333333333,0.9918506298265605,baseline__bce_pos_weight_clip20,baseline,bce_pos_weight_clip20
obscene,0.6919060052219321,0.9408284023668639,0.7973921765295887,0.9928836688661393,0.821917808219178,0.8520710059171598,0.8367228355607205,0.9928836688661393,baseline__bce_pos_weight_clip20,baseline,bce_pos_weight_clip20
threat,0.3786407766990291,0.8125,0.5165562913907285,0.9904626283260005,0.5081967213114754,0.6458333333333334,0.5688073394495413,0.9904626283260005,baseline__bce_pos_weight_clip20,baseline,bce_pos_weight_clip20
insult,0.5600303951367781,0.9352791878172588,0.7005703422053232,0.9889699731302432,0.7298787210584344,0.8401015228426396,0.7811209439528024,0.9889699731302432,baseline__bce_pos_weight_clip20,baseline,bce_pos_weight_clip20
identity_hate,0.3617021276595745,0.8439716312056738,0.5063829787234042,0.9894412915092253,0.5972222222222222,0.6099290780141844,0.6035087719298246,0.9894412915092253,baseline__bce_pos_weight_clip20,baseline,bce_pos_weight_clip20
