label,best_threshold,best_f1_on_val,run_id,preprocessing_variant,loss_variant
toxic,0.85,0.8222725801230172,rebalanced__bce_pos_weight_clip50,rebalanced,bce_pos_weight_clip50
severe_toxic,0.92,0.543046357615894,rebalanced__bce_pos_weight_clip50,rebalanced,bce_pos_weight_clip50
obscene,0.9,0.8317757009345794,rebalanced__bce_pos_weight_clip50,rebalanced,bce_pos_weight_clip50
threat,0.89,0.5606060606060606,rebalanced__bce_pos_weight_clip50,rebalanced,bce_pos_weight_clip50
insult,0.79,0.762405137186223,rebalanced__bce_pos_weight_clip50,rebalanced,bce_pos_weight_clip50
identity_hate,0.95,0.6122448979591837,rebalanced__bce_pos_weight_clip50,rebalanced,bce_pos_weight_clip50
