train_size,max_epochs,epochs_ran,best_epoch,early_stopped,warmup_ratio,warmup_steps,early_stop_patience,early_stop_min_delta,weight_decay,grad_clip,grad_accum,use_bf16_amp,torch_compile,num_workers,max_length,batch_size,lr,num_parameters,best_val_loss,train_loss,val_loss,train_time_s,inference_time_s,f1_micro_baseline,f1_macro_baseline,f1_micro_tuned,f1_macro_tuned,pos_weight_min,pos_weight_max,pos_weight_mean
140000,5,3,1,True,0.1,2187,2,0.0,0.01,1.0,1,True,False,2,128,32,2e-05,66958086,0.21563889695992153,0.1554593321315279,0.21563889695992153,811.5403532790006,20.276987041999746,0.6397087006515907,0.547033465581901,0.7690852587488177,0.6735300709179555,9.438413619995117,50.0,32.75075912475586
