label,best_threshold,best_f1_on_val,train_size
toxic,0.94,0.8015075376884422,80000
severe_toxic,0.83,0.47128712871287126,80000
obscene,0.95,0.7771084337349398,80000
threat,0.79,0.4421052631578947,80000
insult,0.95,0.7330677290836654,80000
identity_hate,0.9,0.513595166163142,80000
