train_size,max_epochs,epochs_ran,best_epoch,early_stopped,warmup_ratio,warmup_steps,early_stop_patience,early_stop_min_delta,weight_decay,grad_clip,grad_accum,use_bf16_amp,torch_compile,num_workers,max_length,batch_size,lr,num_parameters,best_val_loss,train_loss,val_loss,train_time_s,inference_time_s,f1_micro_baseline,f1_macro_baseline,f1_micro_tuned,f1_macro_tuned,pos_weight_min,pos_weight_max,pos_weight_mean
143613,5,4,2,True,0.1,2244,2,0.0,0.01,1.0,1,True,False,2,128,32,2e-05,66958086,0.22002547305592435,0.11635433873525212,0.22002547305592435,1110.5564655799972,26.94090965000032,0.6988997037663987,0.6074730359468115,0.7808127914723517,0.676262814019287,9.442303657531738,50.0,32.75598907470703
