label,best_threshold,best_f1_on_val,train_size
toxic,0.92,0.802896725440806,40000
severe_toxic,0.92,0.514018691588785,40000
obscene,0.94,0.8258823529411765,40000
threat,0.84,0.5434782608695652,40000
insult,0.95,0.7431566686080373,40000
identity_hate,0.85,0.5246913580246914,40000
