label,best_threshold,best_f1_on_val,train_size
toxic,0.95,0.7942332896461337,20000
severe_toxic,0.9,0.5034013605442177,20000
obscene,0.95,0.7993254637436762,20000
threat,0.58,0.16260162601626016,20000
insult,0.95,0.7204237786933491,20000
identity_hate,0.91,0.2769857433808554,20000
