train_size,max_epochs,epochs_ran,best_epoch,early_stopped,warmup_ratio,warmup_steps,early_stop_patience,early_stop_min_delta,weight_decay,grad_clip,grad_accum,use_bf16_amp,torch_compile,num_workers,max_length,batch_size,lr,num_parameters,best_val_loss,train_loss,val_loss,train_time_s,inference_time_s,f1_micro_baseline,f1_macro_baseline,f1_micro_tuned,f1_macro_tuned,pos_weight_min,pos_weight_max,pos_weight_mean
50000,5,4,2,True,0.1,781,2,0.0,0.01,1.0,1,True,False,2,128,32,2e-05,66958086,0.29127643962520433,0.11702966102914646,0.29127643962520433,387.0159179450002,26.512447446999886,0.6947252747252747,0.5639859913454942,0.7723654027796518,0.6594507523199372,9.38421630859375,50.0,32.664085388183594
