train_size,max_epochs,epochs_ran,best_epoch,early_stopped,warmup_ratio,warmup_steps,early_stop_patience,early_stop_min_delta,weight_decay,grad_clip,grad_accum,use_bf16_amp,torch_compile,num_workers,max_length,batch_size,lr,num_parameters,best_val_loss,train_loss,val_loss,train_time_s,inference_time_s,f1_micro_baseline,f1_macro_baseline,f1_micro_tuned,f1_macro_tuned,pos_weight_min,pos_weight_max,pos_weight_mean
80000,5,3,1,True,0.1,1250,2,0.0,0.01,1.0,1,True,False,2,128,32,2e-05,66958086,0.2502417670999596,0.1525997890832601,0.2502417670999596,464.2220836460001,20.095227154999975,0.6143054914628518,0.5151703506942805,0.7423702950152594,0.6231118764234925,9.438413619995117,50.0,32.72129440307617
