label,best_threshold,best_f1_on_val,train_size
toxic,0.91,0.8294871794871795,143613
severe_toxic,0.95,0.5310173697270472,143613
obscene,0.94,0.8386363636363636,143613
threat,0.85,0.546583850931677,143613
insult,0.94,0.7612903225806451,143613
identity_hate,0.93,0.550561797752809,143613
