label,best_threshold,best_f1_on_val,train_size
toxic,0.94,0.8134280180761781,90000
severe_toxic,0.95,0.5185185185185185,90000
obscene,0.95,0.8311390955924441,90000
threat,0.95,0.5354330708661418,90000
insult,0.95,0.7405313736574336,90000
identity_hate,0.79,0.5078534031413613,90000
