label,best_threshold,best_f1_on_val,train_size
toxic,0.75,0.8150470219435737,50000
severe_toxic,0.95,0.5251396648044693,50000
obscene,0.94,0.8323424494649228,50000
threat,0.9,0.5098039215686274,50000
insult,0.9,0.7552693208430913,50000
identity_hate,0.93,0.5191256830601093,50000
