label,best_threshold,best_f1_on_val,train_size
toxic,0.95,0.8182419035029742,140000
severe_toxic,0.94,0.5185185185185185,140000
obscene,0.95,0.8324576765907764,140000
threat,0.94,0.5739130434782609,140000
insult,0.95,0.7411630558722919,140000
identity_hate,0.95,0.5568862275449101,140000
