train_size,max_epochs,epochs_ran,best_epoch,early_stopped,warmup_ratio,warmup_steps,early_stop_patience,early_stop_min_delta,weight_decay,grad_clip,grad_accum,use_bf16_amp,torch_compile,num_workers,max_length,batch_size,lr,num_parameters,best_val_loss,train_loss,val_loss,train_time_s,inference_time_s,f1_micro_baseline,f1_macro_baseline,f1_micro_tuned,f1_macro_tuned,pos_weight_min,pos_weight_max,pos_weight_mean
60000,5,4,2,True,0.1,937,2,0.0,0.01,1.0,1,True,False,2,128,32,2e-05,66958086,0.27150464746055897,0.11466827683265632,0.27150464746055897,464.55451219700035,26.683450517999972,0.6985061607240214,0.6012362070451859,0.7677661571466882,0.6710380527791848,9.40221881866455,50.0,32.73240280151367
