label,best_threshold,best_f1_on_val,train_size
toxic,0.92,0.8121959130716834,130000
severe_toxic,0.95,0.5490196078431373,130000
obscene,0.94,0.8363636363636363,130000
threat,0.81,0.5662650602409639,130000
insult,0.94,0.7434613244296049,130000
identity_hate,0.94,0.5120350109409191,130000
