train_size,max_epochs,epochs_ran,best_epoch,early_stopped,warmup_ratio,warmup_steps,early_stop_patience,early_stop_min_delta,weight_decay,grad_clip,grad_accum,use_bf16_amp,torch_compile,num_workers,max_length,batch_size,lr,num_parameters,best_val_loss,train_loss,val_loss,train_time_s,inference_time_s,f1_micro_baseline,f1_macro_baseline,f1_micro_tuned,f1_macro_tuned,pos_weight_min,pos_weight_max,pos_weight_mean
130000,5,3,1,True,0.1,2031,2,0.0,0.01,1.0,1,True,False,2,128,32,2e-05,66958086,0.20928439625234665,0.1531459016600152,0.20928439625234665,753.6133851149998,20.160263587999907,0.6414438760737381,0.5334164759095951,0.7624885874527194,0.6698900921483242,9.508447647094727,50.0,32.80662155151367
