label,best_threshold,best_f1_on_val,train_size
toxic,0.83,0.8131868131868132,60000
severe_toxic,0.93,0.5352112676056338,60000
obscene,0.95,0.8181818181818182,60000
threat,0.92,0.5932203389830508,60000
insult,0.94,0.743761412051126,60000
identity_hate,0.68,0.5226666666666666,60000
