train_size,max_epochs,epochs_ran,best_epoch,early_stopped,warmup_ratio,warmup_steps,early_stop_patience,early_stop_min_delta,weight_decay,grad_clip,grad_accum,use_bf16_amp,torch_compile,num_workers,max_length,batch_size,lr,num_parameters,best_val_loss,train_loss,val_loss,train_time_s,inference_time_s,f1_micro_baseline,f1_macro_baseline,f1_micro_tuned,f1_macro_tuned,pos_weight_min,pos_weight_max,pos_weight_mean
90000,5,3,1,True,0.1,1406,2,0.0,0.01,1.0,1,True,False,2,128,32,2e-05,66958086,0.22485509883791566,0.1549735760336407,0.22485509883791566,521.9374574960011,20.142509536000034,0.6190211345939933,0.4964216193293074,0.7625956212081245,0.6578172466420128,9.452961921691895,50.0,32.701324462890625
