label,best_threshold,best_f1_on_val,train_size
toxic,0.76,0.794136392606756,30000
severe_toxic,0.91,0.5171503957783641,30000
obscene,0.88,0.8171919770773639,30000
threat,0.65,0.15609756097560976,30000
insult,0.87,0.6993243243243243,30000
identity_hate,0.81,0.3060796645702306,30000
