run_id,label,tn,fp,fn,tp
run_04_lr1.50e-05_wd0.015_warm0.10,toxic,14238,191,279,1250
run_04_lr1.50e-05_wd0.015_warm0.10,severe_toxic,15712,86,65,95
run_04_lr1.50e-05_wd0.015_warm0.10,obscene,14968,145,119,726
run_04_lr1.50e-05_wd0.015_warm0.10,threat,15880,30,14,34
run_04_lr1.50e-05_wd0.015_warm0.10,insult,14935,235,125,663
run_04_lr1.50e-05_wd0.015_warm0.10,identity_hate,15758,59,54,87
