run_id,label,best_threshold,best_f1_on_val
run_02_lr1.50e-05_wd0.010_warm0.10,toxic,0.45,0.8389463154384795
run_02_lr1.50e-05_wd0.010_warm0.10,severe_toxic,0.29,0.5443425076452599
run_02_lr1.50e-05_wd0.010_warm0.10,obscene,0.48,0.8458823529411764
run_02_lr1.50e-05_wd0.010_warm0.10,threat,0.08,0.5901639344262295
run_02_lr1.50e-05_wd0.010_warm0.10,insult,0.27,0.7828571428571428
run_02_lr1.50e-05_wd0.010_warm0.10,identity_hate,0.13,0.6139817629179332
