run_id,label,best_threshold,best_f1_on_val
run_13_lr2.50e-05_wd0.010_warm0.06,toxic,0.37,0.8404567699836868
run_13_lr2.50e-05_wd0.010_warm0.06,severe_toxic,0.32,0.54375
run_13_lr2.50e-05_wd0.010_warm0.06,obscene,0.46,0.8444180522565321
run_13_lr2.50e-05_wd0.010_warm0.06,threat,0.23,0.6060606060606061
run_13_lr2.50e-05_wd0.010_warm0.06,insult,0.31,0.7895348837209303
run_13_lr2.50e-05_wd0.010_warm0.06,identity_hate,0.09,0.6145552560646901
