run_id,label,tn,fp,fn,tp
run_08_lr1.75e-05_wd0.015_warm0.10,toxic,14210,219,266,1263
run_08_lr1.75e-05_wd0.015_warm0.10,severe_toxic,15709,89,66,94
run_08_lr1.75e-05_wd0.015_warm0.10,obscene,14959,154,115,730
run_08_lr1.75e-05_wd0.015_warm0.10,threat,15887,23,17,31
run_08_lr1.75e-05_wd0.015_warm0.10,insult,14945,225,128,660
run_08_lr1.75e-05_wd0.015_warm0.10,identity_hate,15741,76,44,97
