run_id,label,tn,fp,fn,tp
run_16_lr2.50e-05_wd0.015_warm0.10,toxic,14141,288,222,1307
run_16_lr2.50e-05_wd0.015_warm0.10,severe_toxic,15734,64,75,85
run_16_lr2.50e-05_wd0.015_warm0.10,obscene,14965,148,120,725
run_16_lr2.50e-05_wd0.015_warm0.10,threat,15881,29,17,31
run_16_lr2.50e-05_wd0.015_warm0.10,insult,14971,199,150,638
run_16_lr2.50e-05_wd0.015_warm0.10,identity_hate,15737,80,46,95
