train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
20000,0.3273965426925092,20000,toxic,14028,401,437,1092
20000,0.3273965426925092,20000,severe_toxic,15608,190,53,107
20000,0.3273965426925092,20000,obscene,14887,226,253,592
20000,0.3273965426925092,20000,threat,15893,17,32,16
20000,0.3273965426925092,20000,insult,14903,267,259,529
20000,0.3273965426925092,20000,identity_hate,15627,190,76,65
