train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
50000,0.8184913567312729,50000,toxic,13320,1109,202,1327
50000,0.8184913567312729,50000,severe_toxic,15163,635,18,142
50000,0.8184913567312729,50000,obscene,14475,638,111,734
50000,0.8184913567312729,50000,threat,15476,434,10,38
50000,0.8184913567312729,50000,insult,14539,631,131,657
50000,0.8184913567312729,50000,identity_hate,15087,730,29,112
