train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
40000,0.6547930853850183,40000,toxic,13801,628,314,1215
40000,0.6547930853850183,40000,severe_toxic,15345,453,24,136
40000,0.6547930853850183,40000,obscene,14793,320,178,667
40000,0.6547930853850183,40000,threat,15763,147,19,29
40000,0.6547930853850183,40000,insult,14807,363,204,584
40000,0.6547930853850183,40000,identity_hate,15545,272,63,78
