train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
60000,0.9821896280775275,60000,toxic,13611,818,259,1270
60000,0.9821896280775275,60000,severe_toxic,15270,528,18,142
60000,0.9821896280775275,60000,obscene,14641,472,134,711
60000,0.9821896280775275,60000,threat,15747,163,17,31
60000,0.9821896280775275,60000,insult,14591,579,146,642
60000,0.9821896280775275,60000,identity_hate,15301,516,37,104
