train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
10000,0.1636982713462546,10000,toxic,13533,896,318,1211
10000,0.1636982713462546,10000,severe_toxic,15297,501,27,133
10000,0.1636982713462546,10000,obscene,14530,583,179,666
10000,0.1636982713462546,10000,threat,15565,345,15,33
10000,0.1636982713462546,10000,insult,14600,570,184,604
10000,0.1636982713462546,10000,identity_hate,15166,651,41,100
