train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
30000,0.49109481403876376,30000,toxic,13970,459,395,1134
30000,0.49109481403876376,30000,severe_toxic,15632,166,63,97
30000,0.49109481403876376,30000,obscene,14945,168,251,594
30000,0.49109481403876376,30000,threat,15880,30,28,20
30000,0.49109481403876376,30000,insult,14868,302,225,563
30000,0.49109481403876376,30000,identity_hate,15742,75,90,51
