train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
10000,0.1636982713462546,10000,toxic,13950,479,437,1092
10000,0.1636982713462546,10000,severe_toxic,15547,251,51,109
10000,0.1636982713462546,10000,obscene,14859,254,248,597
10000,0.1636982713462546,10000,threat,15900,10,34,14
10000,0.1636982713462546,10000,insult,14839,331,244,544
10000,0.1636982713462546,10000,identity_hate,15633,184,77,64
