train_size,train_fraction,max_train_samples,tn,fp,fn,tp
10000.0,0.1636982713462546,10000.0,88691.0,3546.0,764.0,2747.0
20000.0,0.3273965426925092,20000.0,87757.0,4480.0,621.0,2890.0
30000.0,0.49109481403876376,30000.0,88159.0,4078.0,529.0,2982.0
40000.0,0.6547930853850183,40000.0,90054.0,2183.0,802.0,2709.0
50000.0,0.8184913567312729,50000.0,88060.0,4177.0,501.0,3010.0
60000.0,0.9821896280775275,60000.0,89161.0,3076.0,611.0,2900.0
61088.0,1.0,61088.0,88590.0,3647.0,551.0,2960.0
