train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
61088,1.0,61088,toxic,13361,1068,216,1313
61088,1.0,61088,severe_toxic,15266,532,22,138
61088,1.0,61088,obscene,14579,534,125,720
61088,1.0,61088,threat,15721,189,17,31
61088,1.0,61088,insult,14549,621,136,652
61088,1.0,61088,identity_hate,15114,703,35,106
