train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
61088,1.0,61088,toxic,14159,270,468,1061
61088,1.0,61088,severe_toxic,15588,210,53,107
61088,1.0,61088,obscene,14944,169,223,622
61088,1.0,61088,threat,15887,23,29,19
61088,1.0,61088,insult,14912,258,234,554
61088,1.0,61088,identity_hate,15721,96,84,57
