train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
60000,0.9821896280775275,60000,toxic,14110,319,418,1111
60000,0.9821896280775275,60000,severe_toxic,15649,149,72,88
60000,0.9821896280775275,60000,obscene,14958,155,226,619
60000,0.9821896280775275,60000,threat,15890,20,30,18
60000,0.9821896280775275,60000,insult,14905,265,232,556
60000,0.9821896280775275,60000,identity_hate,15760,57,90,51
