train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
80000,0.5570526345108033,80000,toxic,14171,258,255,1274
80000,0.5570526345108033,80000,severe_toxic,15706,92,74,86
80000,0.5570526345108033,80000,obscene,14966,147,135,710
80000,0.5570526345108033,80000,threat,15889,21,20,28
80000,0.5570526345108033,80000,insult,15027,143,212,576
80000,0.5570526345108033,80000,identity_hate,15790,27,96,45
