train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
70000,0.48742105519695295,70000,toxic,14175,254,252,1277
70000,0.48742105519695295,70000,severe_toxic,15746,52,99,61
70000,0.48742105519695295,70000,obscene,14936,177,110,735
70000,0.48742105519695295,70000,threat,15898,12,25,23
70000,0.48742105519695295,70000,insult,14954,216,153,635
70000,0.48742105519695295,70000,identity_hate,15788,29,89,52
