train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
130000,0.9052105310800554,130000,toxic,14238,191,279,1250
130000,0.9052105310800554,130000,severe_toxic,15660,138,49,111
130000,0.9052105310800554,130000,obscene,14969,144,115,730
130000,0.9052105310800554,130000,threat,15867,43,9,39
130000,0.9052105310800554,130000,insult,14934,236,135,653
130000,0.9052105310800554,130000,identity_hate,15762,55,61,80
