train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
140000,0.9748421103939059,140000,toxic,14282,147,333,1196
140000,0.9748421103939059,140000,severe_toxic,15742,56,93,67
140000,0.9748421103939059,140000,obscene,14904,209,88,757
140000,0.9748421103939059,140000,threat,15895,15,20,28
140000,0.9748421103939059,140000,insult,14976,194,166,622
140000,0.9748421103939059,140000,identity_hate,15775,42,72,69
