train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
100000,0.6963157931385042,100000,toxic,14188,241,245,1284
100000,0.6963157931385042,100000,severe_toxic,15698,100,65,95
100000,0.6963157931385042,100000,obscene,14985,128,134,711
100000,0.6963157931385042,100000,threat,15901,9,24,24
100000,0.6963157931385042,100000,insult,14969,201,150,638
100000,0.6963157931385042,100000,identity_hate,15722,95,40,101
