train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
70000,0.48742105519695295,70000,toxic,14232,197,283,1246
70000,0.48742105519695295,70000,severe_toxic,15634,164,46,114
70000,0.48742105519695295,70000,obscene,14933,180,104,741
70000,0.48742105519695295,70000,threat,15896,14,23,25
70000,0.48742105519695295,70000,insult,14926,244,132,656
70000,0.48742105519695295,70000,identity_hate,15753,64,54,87
