train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
100000,0.6963157931385042,100000,toxic,14259,170,317,1212
100000,0.6963157931385042,100000,severe_toxic,15762,36,118,42
100000,0.6963157931385042,100000,obscene,14983,130,133,712
100000,0.6963157931385042,100000,threat,15877,33,18,30
100000,0.6963157931385042,100000,insult,14999,171,189,599
100000,0.6963157931385042,100000,identity_hate,15770,47,75,66
