train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
40000,0.27852631725540167,40000,toxic,14147,282,246,1283
40000,0.27852631725540167,40000,severe_toxic,15720,78,79,81
40000,0.27852631725540167,40000,obscene,14912,201,102,743
40000,0.27852631725540167,40000,threat,15908,2,43,5
40000,0.27852631725540167,40000,insult,14912,258,145,643
40000,0.27852631725540167,40000,identity_hate,15750,67,75,66
