train_size,train_fraction,max_train_samples,label,precision,recall,f1,roc_auc
60000,0.4177894758831025,60000,obscene,0.8104575163398693,0.8804733727810651,0.8440158820192853,0.9934400298814023
60000,0.4177894758831025,60000,threat,0.5454545454545454,0.625,0.5825242718446602,0.987263644458412
60000,0.4177894758831025,60000,insult,0.7011615628299894,0.8426395939086294,0.7654178674351585,0.9888625610258024
60000,0.4177894758831025,60000,identity_hate,0.5954198473282443,0.5531914893617021,0.5735294117647058,0.9873419253994155
70000,0.48742105519695295,70000,toxic,0.8634788634788635,0.8149117069980379,0.8384925975773889,0.9877079718416435
70000,0.48742105519695295,70000,severe_toxic,0.41007194244604317,0.7125,0.5205479452054794,0.9913197081909103
70000,0.48742105519695295,70000,obscene,0.8045602605863192,0.8769230769230769,0.8391845979614949,0.9933173250663541
70000,0.48742105519695295,70000,threat,0.6410256410256411,0.5208333333333334,0.5747126436781609,0.9861132935260842
70000,0.48742105519695295,70000,insult,0.7288888888888889,0.8324873096446701,0.7772511848341233,0.989366703586092
70000,0.48742105519695295,70000,identity_hate,0.5761589403973509,0.6170212765957447,0.5958904109589042,0.985489622665621
80000,0.5570526345108033,80000,toxic,0.8200253485424588,0.8463047743623283,0.8329578371419376,0.986730111371434
80000,0.5570526345108033,80000,severe_toxic,0.47115384615384615,0.6125,0.532608695652174,0.9914370094315738
80000,0.5570526345108033,80000,obscene,0.8053763440860215,0.8863905325443787,0.843943661971831,0.9940035950083336
80000,0.5570526345108033,80000,threat,0.6428571428571429,0.5625,0.6,0.9831166195265033
80000,0.5570526345108033,80000,insult,0.7408675799086758,0.8236040609137056,0.7800480769230769,0.9900283253415604
80000,0.5570526345108033,80000,identity_hate,0.4838709677419355,0.7446808510638298,0.5865921787709497,0.9838070358806867
90000,0.6266842138246538,90000,toxic,0.8087330873308733,0.8600392413342054,0.8335974643423137,0.9878364736810781
90000,0.6266842138246538,90000,severe_toxic,0.4476987447698745,0.66875,0.5363408521303258,0.9917669562602862
90000,0.6266842138246538,90000,obscene,0.8422301304863582,0.8402366863905325,0.8412322274881516,0.9934766377314566
90000,0.6266842138246538,90000,threat,0.675,0.5625,0.6136363636363636,0.9848660433689503
90000,0.6266842138246538,90000,insult,0.7264673311184939,0.8324873096446701,0.7758722649319929,0.9894302390170286
90000,0.6266842138246538,90000,identity_hate,0.5291005291005291,0.7092198581560284,0.6060606060606061,0.9882156150331114
100000,0.6963157931385042,100000,toxic,0.8419672131147541,0.8397645519947678,0.8408644400785854,0.9882861621287086
100000,0.6963157931385042,100000,severe_toxic,0.48717948717948717,0.59375,0.5352112676056338,0.991620774781618
100000,0.6963157931385042,100000,obscene,0.8474374255065554,0.8414201183431953,0.8444180522565321,0.9938151918270919
100000,0.6963157931385042,100000,threat,0.7272727272727273,0.5,0.5925925925925926,0.9918277288916824
100000,0.6963157931385042,100000,insult,0.7604290822407628,0.8096446700507615,0.7842655193607867,0.9893271351083658
100000,0.6963157931385042,100000,identity_hate,0.5153061224489796,0.7163120567375887,0.599406528189911,0.9878591442818728
110000,0.7659473724523546,110000,toxic,0.8301404853128991,0.8502289077828646,0.840064620355412,0.9881305547866346
110000,0.7659473724523546,110000,severe_toxic,0.47,0.5875,0.5222222222222223,0.9913377088872009
110000,0.7659473724523546,110000,obscene,0.8140814081408141,0.8757396449704142,0.8437856328392246,0.9937791712687498
110000,0.7659473724523546,110000,threat,0.4936708860759494,0.8125,0.6141732283464567,0.9912633563796354
110000,0.7659473724523546,110000,insult,0.7172264355362947,0.8401015228426396,0.7738164815897136,0.9890865453791046
110000,0.7659473724523546,110000,identity_hate,0.5291005291005291,0.7092198581560284,0.6060606060606061,0.9871210928900003
120000,0.835578951766205,120000,toxic,0.8664359861591695,0.8188358404185743,0.8419636852723604,0.9881914741771815
120000,0.835578951766205,120000,severe_toxic,0.4291044776119403,0.71875,0.5373831775700935,0.9913689628433979
120000,0.835578951766205,120000,obscene,0.8325688073394495,0.8591715976331361,0.8456610366919045,0.9935854041565376
120000,0.835578951766205,120000,threat,0.7073170731707317,0.6041666666666666,0.651685393258427,0.9891485962706893
120000,0.835578951766205,120000,insult,0.7511627906976744,0.8197969543147208,0.7839805825242718,0.9899511542618512
120000,0.835578951766205,120000,identity_hate,0.5126903553299492,0.7163120567375887,0.5976331360946746,0.9886095264230023
130000,0.9052105310800554,130000,toxic,0.8674531575294934,0.8175277959450621,0.8417508417508418,0.9881744085889814
130000,0.9052105310800554,130000,severe_toxic,0.4457831325301205,0.69375,0.5427872860635696,0.9919807887074312
130000,0.9052105310800554,130000,obscene,0.8352402745995423,0.863905325443787,0.8493310063990692,0.9940366399553346
130000,0.9052105310800554,130000,threat,0.47560975609756095,0.8125,0.6,0.9909248638173057
130000,0.9052105310800554,130000,insult,0.734533183352081,0.8286802030456852,0.7787716159809183,0.9897860206994168
130000,0.9052105310800554,130000,identity_hate,0.5925925925925926,0.5673758865248227,0.5797101449275363,0.9895007033010985
140000,0.9748421103939059,140000,toxic,0.8481605351170568,0.8293001962066711,0.8386243386243386,0.9880796299835994
140000,0.9748421103939059,140000,severe_toxic,0.42379182156133827,0.7125,0.5314685314685315,0.9918545860235473
140000,0.9748421103939059,140000,obscene,0.8314220183486238,0.8579881656804734,0.844496214327315,0.993871493525892
140000,0.9748421103939059,140000,threat,0.6037735849056604,0.6666666666666666,0.6336633663366337,0.9895086947412528
140000,0.9748421103939059,140000,insult,0.7431192660550459,0.8223350253807107,0.7807228915662651,0.989983695779474
140000,0.9748421103939059,140000,identity_hate,0.5838926174496645,0.6170212765957447,0.6,0.9880380522438151
143613,1.0,143613,toxic,0.8373298768632534,0.8449967298888162,0.8411458333333334,0.9883415742975652
143613,1.0,143613,severe_toxic,0.4186046511627907,0.675,0.5167464114832536,0.9913315767818711
143613,1.0,143613,obscene,0.8339021615472128,0.8674556213017751,0.8503480278422274,0.9942725354596946
143613,1.0,143613,threat,0.546875,0.7291666666666666,0.625,0.9884657186256024
143613,1.0,143613,insult,0.7316258351893096,0.833756345177665,0.7793594306049823,0.9890645861287807
143613,1.0,143613,identity_hate,0.5802469135802469,0.6666666666666666,0.6204620462046204,0.9883178481542214
