train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
90000,0.6266842138246538,90000,toxic,14163,266,250,1279
90000,0.6266842138246538,90000,severe_toxic,15741,57,95,65
90000,0.6266842138246538,90000,obscene,14975,138,133,712
90000,0.6266842138246538,90000,threat,15891,19,21,27
90000,0.6266842138246538,90000,insult,14969,201,168,620
90000,0.6266842138246538,90000,identity_hate,15739,78,51,90
