train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
10000,0.06963157931385042,10000,toxic,14202,227,346,1183
10000,0.06963157931385042,10000,severe_toxic,15797,1,160,0
10000,0.06963157931385042,10000,obscene,15023,90,245,600
10000,0.06963157931385042,10000,threat,15910,0,48,0
10000,0.06963157931385042,10000,insult,15028,142,309,479
10000,0.06963157931385042,10000,identity_hate,15817,0,141,0
