train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
60000,0.4177894758831025,60000,toxic,14230,199,307,1222
60000,0.4177894758831025,60000,severe_toxic,15691,107,66,94
60000,0.4177894758831025,60000,obscene,14995,118,151,694
60000,0.4177894758831025,60000,threat,15899,11,26,22
60000,0.4177894758831025,60000,insult,14926,244,151,637
60000,0.4177894758831025,60000,identity_hate,15717,100,46,95
