train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
120000,0.835578951766205,120000,toxic,14246,183,324,1205
120000,0.835578951766205,120000,severe_toxic,15696,102,78,82
120000,0.835578951766205,120000,obscene,14942,171,114,731
120000,0.835578951766205,120000,threat,15895,15,25,23
120000,0.835578951766205,120000,insult,14970,200,176,612
120000,0.835578951766205,120000,identity_hate,15775,42,75,66
