train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
80000,0.5570526345108033,80000,toxic,14158,271,270,1259
80000,0.5570526345108033,80000,severe_toxic,15795,3,147,13
80000,0.5570526345108033,80000,obscene,14951,162,124,721
80000,0.5570526345108033,80000,threat,15902,8,33,15
80000,0.5570526345108033,80000,insult,14975,195,182,606
80000,0.5570526345108033,80000,identity_hate,15773,44,70,71
