train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
100000,0.6963157931385042,100000,toxic,14197,232,282,1247
100000,0.6963157931385042,100000,severe_toxic,15761,37,114,46
100000,0.6963157931385042,100000,obscene,14958,155,131,714
100000,0.6963157931385042,100000,threat,15890,20,25,23
100000,0.6963157931385042,100000,insult,14939,231,159,629
100000,0.6963157931385042,100000,identity_hate,15770,47,74,67
