train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
60000,0.4177894758831025,60000,toxic,14234,195,313,1216
60000,0.4177894758831025,60000,severe_toxic,15781,17,135,25
60000,0.4177894758831025,60000,obscene,14944,169,121,724
60000,0.4177894758831025,60000,threat,15906,4,38,10
60000,0.4177894758831025,60000,insult,14936,234,160,628
60000,0.4177894758831025,60000,identity_hate,15790,27,87,54
