train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
130000,0.9052105310800554,130000,toxic,14242,187,277,1252
130000,0.9052105310800554,130000,severe_toxic,15704,94,63,97
130000,0.9052105310800554,130000,obscene,14921,192,86,759
130000,0.9052105310800554,130000,threat,15892,18,23,25
130000,0.9052105310800554,130000,insult,14913,257,140,648
130000,0.9052105310800554,130000,identity_hate,15757,60,57,84
