train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
143613,1.0,143613,toxic,14240,189,283,1246
143613,1.0,143613,severe_toxic,15679,119,56,104
143613,1.0,143613,obscene,14977,136,128,717
143613,1.0,143613,threat,15900,10,25,23
143613,1.0,143613,insult,14879,291,110,678
143613,1.0,143613,identity_hate,15720,97,37,104
