train_size,train_fraction,max_train_samples,label,tn,fp,fn,tp
30000,0.20889473794155125,30000,toxic,14253,176,345,1184
30000,0.20889473794155125,30000,severe_toxic,15688,110,66,94
30000,0.20889473794155125,30000,obscene,14969,144,144,701
30000,0.20889473794155125,30000,threat,15875,35,31,17
30000,0.20889473794155125,30000,insult,14971,199,184,604
30000,0.20889473794155125,30000,identity_hate,15727,90,73,68
