label,best_threshold,best_f1_on_val,train_size
toxic,0.91,0.8065447545717036,20000
severe_toxic,0.85,0.4987405541561713,20000
obscene,0.94,0.8068517424689899,20000
threat,0.7,0.2616822429906542,20000
insult,0.89,0.723986856516977,20000
identity_hate,0.91,0.4316546762589928,20000
