train_size,max_epochs,epochs_ran,best_epoch,early_stopped,warmup_ratio,warmup_steps,early_stop_patience,early_stop_min_delta,weight_decay,grad_clip,grad_accum,use_bf16_amp,torch_compile,num_workers,max_length,batch_size,lr,num_parameters,best_val_loss,train_loss,val_loss,train_time_s,inference_time_s,f1_micro_baseline,f1_macro_baseline,f1_micro_tuned,f1_macro_tuned,precision_micro_baseline,recall_micro_baseline,accuracy_micro_baseline,precision_macro_baseline,recall_macro_baseline,accuracy_macro_baseline,roc_auc_macro_baseline,precision_micro_tuned,recall_micro_tuned,accuracy_micro_tuned,precision_macro_tuned,recall_macro_tuned,accuracy_macro_tuned,roc_auc_macro_tuned,imbalance_note
10000,6,5,2,True,0.15,188,3,0.001,0.02,1.0,2,True,False,2,192,24,1.5e-05,66958086,0.30859706769312234,0.16022827802784295,0.30859706769312234,118.54849795599989,46.751532061000034,0.5668231334691347,0.4372088489783219,0.7212620027434842,0.5415312300947843,0.4113639285255174,0.9111617312072893,0.9489179930651293,0.33093632775436743,0.8406339478306579,,0.9734334299361359,0.6958708311275807,0.7485763097949886,0.9787776245979029,0.5167808769878868,0.5828295937758783,,0.9734334299361359,Dataset is highly imbalanced (~90% non-toxic)
