label,best_threshold,best_f1_on_val,train_size
toxic,0.92,0.8093994778067886,40000
severe_toxic,0.93,0.519916142557652,40000
obscene,0.95,0.8325301204819278,40000
threat,0.8,0.358974358974359,40000
insult,0.95,0.7315942028985507,40000
identity_hate,0.94,0.48375451263537905,40000
